onset	duration	trial_type	response_time	response_button	response_accuracy
30.612	5.3	BY	0.374	1	1
39.011	5.3	Ang	n/a	n/a	1
48.611	5.3	BY	0.551	1	1
58.211	5.3	BY	0.567	1	1
65.41	5.3	BX	1.244	1	1
72.61	5.3	Ang	n/a	n/a	1
81.01	5.3	AY	0.487	1	1
89.409	5.3	AX	0.623	2	1
97.809	5.3	Bng	n/a	n/a	1
107.409	5.3	AX	0.395	2	1
114.608	5.3	AX	0.347	2	1
124.208	5.3	BY	0.445	1	1
131.408	5.3	BY	0.45	1	1
138.607	5.3	BY	0.421	1	1
147.007	5.3	AX	0.538	2	1
154.207	5.3	AX	0.342	2	1
162.606	5.3	BX	0.944	2	0
171.006	5.3	AX	0.307	2	1
180.606	5.3	AX	0.453	2	1
187.805	5.3	BY	0.427	1	1
197.405	5.3	AX	0.313	2	1
204.605	5.3	BY	0.356	1	1
214.204	5.3	AY	0.547	1	1
222.604	5.3	Bng	n/a	n/a	1
262.202	5.3	BY	0.395	1	1
270.602	5.3	Bng	n/a	n/a	1
280.201	5.3	AX	0.512	2	1
288.601	5.3	BY	0.47	1	1
297.001	5.3	BY	0.445	1	1
304.2	5.3	BY	0.383	1	1
313.8	5.3	AX	0.604	2	1
321	5.3	AX	0.641	2	1
330.613	5.3	Ang	n/a	n/a	1
337.812	5.3	BY	0.305	1	1
347.412	5.3	AX	0.411	2	1
354.612	5.3	BX	0.404	1	1
363.011	5.3	AX	0.516	2	1
372.611	5.3	BY	0.406	1	1
381.011	5.3	AY	0.533	1	1
388.21	5.3	AY	0.599	1	1
395.41	5.3	AX	0.438	2	1
403.81	5.3	AX	0.396	2	1
412.209	5.3	BX	0.335	1	1
421.809	5.3	Ang	n/a	n/a	1
430.209	5.3	BY	0.507	1	1
439.808	5.3	Bng	n/a	n/a	1
449.408	5.3	AX	0.373	2	1
456.608	5.3	BY	0.718	1	1
493.806	5.3	AX	0.416	2	1
501.006	5.3	BX	0.503	2	0
509.405	5.3	AX	0.56	2	1
517.805	5.3	Ang	n/a	n/a	1
527.405	5.3	AY	0.788	1	1
537.004	5.3	AX	0.463	2	1
544.204	5.3	AX	0.449	2	1
553.804	5.3	BY	0.577	1	1
562.203	5.3	BY	0.347	1	1
571.803	5.3	Bng	n/a	n/a	1
579.003	5.3	Bng	n/a	n/a	1
587.402	5.3	AY	0.525	1	1
594.602	5.3	BY	0.335	1	1
604.202	5.3	AX	0.415	2	1
613.801	5.3	BY	0.464	1	1
621.001	5.3	BY	0.424	1	1
629.401	5.3	AX	0.493	2	1
636.6	5.3	BY	0.344	1	1
643.8	5.3	BY	0.316	1	1
652.2	5.3	AX	0.427	2	1
661.813	5.3	BY	0.522	1	1
670.212	5.3	AX	0.316	2	1
677.412	5.3	Ang	n/a	n/a	1
685.812	5.3	BX	0.7	2	0
